Restaurant,Latitude,Longitude,Address,PlaceID,URL,AverageExposure,Stars,ZIP,Count,White,ofWhite,DWN,WN,Black,ofBlack,BN,AmericanIndaian,ofAI,AIN,Asian,ofAisan,AN,NativeHawiian,ofNativeHawiian,NHN,Edu,ofEDU,HED,Unemployment,HUne,Wealth,HWe,Attraction,Hotspot
Nonno's Cajun Cuisine and Pastries,29.965255,-90.0591496,"1940 Dauphine St, New Orleans, LA 70116, United States",ChIJ4YmxjRCnIIYRGvh6QSYV46g,/biz/nonno-s-cajun-cuisine-and-pastries-new-orleans?osq=Restaurants,0.152268626526096,4.3,70116,45,"6,099",51.0,1,1,"5,299",44.3,0,6,0.1,0,37,0.3,0,0,0.0,0,"1,008",45.9,1,11.4,1,36842,0,1,1
Nola Poboys & Bar,29.962952,-90.0575079,"517 Frenchmen St, New Orleans, LA 70116, United States",ChIJXyyaM1enIIYR42bSPRZT19A,/biz/nola-poboys-and-bar-new-orleans?osq=Restaurants,0.147294593205183,4.0,70116,45,"6,099",51.0,1,1,"5,299",44.3,0,6,0.1,0,37,0.3,0,0,0.0,0,"1,008",45.9,1,11.4,1,36842,0,1,1
Pat O'Brien's,29.9582536,-90.0652496,"718 St Peter, New Orleans, LA 70116, United States",ChIJDyC9Ig6mIIYRDWmrSR08N54,/biz/pat-o-brien-s-new-orleans?osq=Restaurants,0.139599991473212,4.1,70116,45,"6,099",51.0,1,1,"5,299",44.3,0,6,0.1,0,37,0.3,0,0,0.0,0,"1,008",45.9,1,11.4,1,36842,0,1,1
Bijou Restaurant and Bar,29.9631574,-90.0658448,"1014 N Rampart St, New Orleans, LA 70116, United States",ChIJ-WrZBBSnIIYRO7IxMrsZSGE,/biz/bijou-restaurant-and-bar-new-orleans?osq=Restaurants,0.0662042666005857,4.2,70116,45,"6,099",51.0,1,1,"5,299",44.3,0,6,0.1,0,37,0.3,0,0,0.0,0,"1,008",45.9,1,11.4,1,36842,0,1,0
Betty's Bar & Bistro,29.9598639,-90.0673417,"700 Burgundy St, New Orleans, LA 70116, United States",ChIJN2xWE5-nIIYRH-R8EGpqhN4,/biz/betty-s-bar-and-bistro-new-orleans?osq=Restaurants,0.0422716769917943,4.3,70116,45,"6,099",51.0,1,1,"5,299",44.3,0,6,0.1,0,37,0.3,0,0,0.0,0,"1,008",45.9,1,11.4,1,36842,0,1,1
Paladar 511,29.9629195,-90.0548891,"511 Marigny St, New Orleans, LA 70117, United States",ChIJ0XosyCKmIIYRv_pGZYjwV-s,/biz/paladar-511-new-orleans?osq=Restaurants,0.15352661972423,4.4,70117,25,8498,31.0,0,0,17755,64.8,1,55,0.2,0,183,0.7,0,6,0.0,0,1857,38.4,0,13.5,1,29663,0,0,0
Stuph'D Beignets & Burgers,29.9671511,-90.0408201,"3325 St Claude Ave, New Orleans, LA 70117, United States",ChIJncRVC5GnIIYRibAmrUoqv0s,/biz/stuphd-beignets-and-burgers-new-orleans?osq=Restaurants,0.0654989173357417,3.8,70117,25,8498,31.0,0,0,17755,64.8,1,55,0.2,0,183,0.7,0,6,0.0,0,1857,38.4,0,13.5,1,29663,0,0,0
Alma Cafe,29.9641712,-90.0435768,"800 Louisa St, New Orleans, LA 70117, United States",ChIJGT6luHinIIYRZ6B5kz2LA5M,/biz/alma-cafe-new-orleans-3?osq=Restaurants,0.0729036284657507,4.2,70117,25,8498,31.0,0,0,17755,64.8,1,55,0.2,0,183,0.7,0,6,0.0,0,1857,38.4,0,13.5,1,29663,0,0,0
Saint Germain,29.9675024,-90.044706,"3054 St Claude Ave, New Orleans, LA 70117, United States",ChIJOw-wC7GnIIYRJnpHUhmf00Q,/biz/saint-germain-new-orleans-2?osq=Restaurants,0.156541383529849,4.6,70117,25,8498,31.0,0,0,17755,64.8,1,55,0.2,0,183,0.7,0,6,0.0,0,1857,38.4,0,13.5,1,29663,0,0,0
Nagomi,29.9648556,-90.0426803,"3214 Burgundy St, New Orleans, LA 70117, United States",ChIJkaa-rtenIIYRK6SjbLvk1_Y,/biz/nagomi-new-orleans?osq=Restaurants,0.051221271843671,3.9,70117,25,8498,31.0,0,0,17755,64.8,1,55,0.2,0,183,0.7,0,6,0.0,0,1857,38.4,0,13.5,1,29663,0,0,0
Capulet,29.9646566,-90.0464351,"3014 Dauphine St, New Orleans, LA 70117, United States",ChIJUXf5sbGnIIYRkyOeH7E9AFM,/biz/capulet-new-orleans?osq=Restaurants,0.115633102645156,4.4,70117,25,8498,31.0,0,0,17755,64.8,1,55,0.2,0,183,0.7,0,6,0.0,0,1857,38.4,0,13.5,1,29663,0,0,0
Bywater American Bistro,29.9629011,-90.048012,"2900 Chartres St, New Orleans, LA 70117, United States",ChIJH0mGNiWmIIYROu0Z84OOJrQ,/biz/bywater-american-bistro-new-orleans?osq=Restaurants,0.154626164039247,4.6,70117,25,8498,31.0,0,0,17755,64.8,1,55,0.2,0,183,0.7,0,6,0.0,0,1857,38.4,0,13.5,1,29663,0,0,0
Bao & Noodle,29.9685748,-90.0548751,"2266 St Claude Ave, New Orleans, LA 70117, United States",ChIJKcI5uySmIIYRUI6GyMUsFHk,/biz/bao-and-noodle-new-orleans?osq=Restaurants,0.135847153030333,4.4,70117,25,8498,31.0,0,0,17755,64.8,1,55,0.2,0,183,0.7,0,6,0.0,0,1857,38.4,0,13.5,1,29663,0,0,0
Rosalita's Backyard Tacos,29.9667999,-90.0414273,"3304 St Claude Ave, New Orleans, LA 70117, United States",ChIJTZylvc6nIIYRb78gR0rrlKE,/biz/rosalitas-backyard-tacos-new-orleans?osq=Restaurants,0.130690219683666,3.8,70117,25,8498,31.0,0,0,17755,64.8,1,55,0.2,0,183,0.7,0,6,0.0,0,1857,38.4,0,13.5,1,29663,0,0,0
The Green Room Kukhnya,29.9693101,-90.0637507,"1300 St Bernard Ave, New Orleans, LA 70116, United States",ChIJLRqlQ7enIIYRhll2fpNZkqg,/biz/the-green-room-kukhnya-new-orleans-2?osq=Restaurants,0.0343367031409607,4.4,70117,25,8498,31.0,0,0,17755,64.8,1,55,0.2,0,183,0.7,0,6,0.0,0,1857,38.4,0,13.5,1,29663,0,0,0
Elizabeth's Restaurant,29.9615347,-90.0409199,"601 Gallier St, New Orleans, LA 70117, United States",ChIJqWpeETKmIIYRlAIaf_fb_bI,/biz/elizabeths-restaurant-new-orleans?osq=Restaurants,0.148454578342946,4.1,70117,25,8498,31.0,0,0,17755,64.8,1,55,0.2,0,183,0.7,0,6,0.0,0,1857,38.4,0,13.5,1,29663,0,0,0
Morrow's,29.9687494,-90.0510697,"2438 St Claude Ave, New Orleans, LA 70117, United States",ChIJV6A5rCamIIYRGcCjhJdaBqk,/biz/morrows-new-orleans?osq=Restaurants,0.157273509283556,4.5,70117,25,8498,31.0,0,0,17755,64.8,1,55,0.2,0,183,0.7,0,6,0.0,0,1857,38.4,0,13.5,1,29663,0,0,0
The Franklin,29.9656525,-90.0510828,"2600 Dauphine St, New Orleans, LA 70117, United States",ChIJb3EBfCSmIIYRs-EFi1wSzo4,/biz/the-franklin-new-orleans?osq=Restaurants,0.133594309721844,4.5,70117,25,8498,31.0,0,0,17755,64.8,1,55,0.2,0,183,0.7,0,6,0.0,0,1857,38.4,0,13.5,1,29663,0,0,0
The Elysian Bar,29.9668227,-90.0549323,"2317 Burgundy St, New Orleans, LA 70117, United States",ChIJxy1NkkOnIIYRMjqqGtufmLA,/biz/the-elysian-bar-new-orleans-3?osq=Restaurants,0.161454927084047,4.1,70117,25,8498,31.0,0,0,17755,64.8,1,55,0.2,0,183,0.7,0,6,0.0,0,1857,38.4,0,13.5,1,29663,0,0,0
The Joint,29.9576079,-90.1867173,"5359 Mounes St Suite E, Harahan, LA 70123, United States",ChIJ6VPQ8Oe7IIYRIpQ6y0Lc1Ms,/biz/the-joint-new-orleans?osq=Restaurants,0.145865598399239,4.0,70117,25,8498,31.0,0,0,17755,64.8,1,55,0.2,0,183,0.7,0,6,0.0,0,1857,38.4,0,13.5,1,29663,0,0,0
N 7,29.9685788,-90.0457059,"1117 Montegut St, New Orleans, LA 70117, United States",ChIJv4nHtSimIIYRRHA5bQjYy7I,/biz/n-7-new-orleans?osq=Restaurants,0.152099611650863,4.5,70117,25,8498,31.0,0,0,17755,64.8,1,55,0.2,0,183,0.7,0,6,0.0,0,1857,38.4,0,13.5,1,29663,0,0,0
Suis Generis,29.9649776,-90.0426175,"3219 Burgundy St, New Orleans, LA 70117, United States",ChIJixKqfC6mIIYROBY9DdHOL-Q,/biz/suis-generis-new-orleans?osq=Restaurants,0.134188657282701,3.9,70117,25,8498,31.0,0,0,17755,64.8,1,55,0.2,0,183,0.7,0,6,0.0,0,1857,38.4,0,13.5,1,29663,0,0,0
St Roch Market,29.9694003,-90.052128,"2381 St Claude Ave, New Orleans, LA 70117, United States",ChIJ_ye2RiGmIIYR4FSHlX72k5g,/biz/st-roch-market-new-orleans-5?osq=Restaurants,0.134852222471412,4.0,70117,25,8498,31.0,0,0,17755,64.8,1,55,0.2,0,183,0.7,0,6,0.0,0,1857,38.4,0,13.5,1,29663,0,0,0
Sneaky Pickle - Bar Brine,29.9648652,-90.0428747,"3200 Burgundy St, New Orleans, LA 70117, United States",ChIJ2QKgqdOnIIYRyw9Io_oZJZ0,/biz/sneaky-pickle-bar-brine-new-orleans?osq=Restaurants,0.141624387901625,4.7,70117,25,8498,31.0,0,0,17755,64.8,1,55,0.2,0,183,0.7,0,6,0.0,0,1857,38.4,0,13.5,1,29663,0,0,0
Jamaican Jerk House,29.9657944,-90.0348592,"4017 St Claude Ave, New Orleans, LA 70117, United States",ChIJKQA5CsynIIYR7CU8yWPWGFE,/biz/jamaican-jerk-house-new-orleans-2?osq=Restaurants,0.133620098844254,3.9,70117,25,8498,31.0,0,0,17755,64.8,1,55,0.2,0,183,0.7,0,6,0.0,0,1857,38.4,0,13.5,1,29663,0,0,0
Ayu Bakehouse,29.9656621,-90.0577997,"801 Frenchmen St, New Orleans, LA 70117, United States",ChIJcZCKslinIIYRRebPp7wa4Zs,/biz/ayu-bakehouse-new-orleans?osq=Restaurants,0.107270278634981,4.3,70117,25,8498,31.0,0,0,17755,64.8,1,55,0.2,0,183,0.7,0,6,0.0,0,1857,38.4,0,13.5,1,29663,0,0,1
Marie's Bar and Kitchen,29.9669537,-90.0520609,"2483 Burgundy St, New Orleans, LA 70117, United States",ChIJu3HY7COmIIYRvWyOHBWGbFw,/biz/maries-bar-and-kitchen-new-orleans-2?osq=Restaurants,0.099909505415434,3.9,70117,25,8498,31.0,0,0,17755,64.8,1,55,0.2,0,183,0.7,0,6,0.0,0,1857,38.4,0,13.5,1,29663,0,0,0
Little Horn,29.9636766,-90.0529843,"2440 Chartres St, New Orleans, LA 70117, United States",ChIJ-XcelHGnIIYRgNwbTzaDPko,/biz/little-horn-new-orleans?osq=Restaurants,0.0214057740216805,4.5,70117,25,8498,31.0,0,0,17755,64.8,1,55,0.2,0,183,0.7,0,6,0.0,0,1857,38.4,0,13.5,1,29663,0,0,0
Bar Brine,29.9648652,-90.0428747,"3200 Burgundy St, New Orleans, LA 70117, United States",ChIJ2QKgqdOnIIYRyw9Io_oZJZ0,/biz/bar-brine-new-orleans?osq=Restaurants,0.0128047680934358,4.2,70117,25,8498,31.0,0,0,17755,64.8,1,55,0.2,0,183,0.7,0,6,0.0,0,1857,38.4,0,13.5,1,29663,0,0,0
Jewel Of The South,29.9586389375105,-90.0695339601734,"1026 St Louis St  New Orleans, LA 70117  French Quarter",-,/biz/jewel-of-the-south-new-orleans?osq=Restaurants,0.19952698492356,4.4,70117,25,8498,31.0,0,0,17755,64.8,1,55,0.2,0,183,0.7,0,6,0.0,0,1857,38.4,0,13.5,1,29663,0,0,1
The Camellia Grill,29.9438499,-90.1339165,"626 S Carrollton Ave, New Orleans, LA 70118, United States",ChIJpdlCODylIIYRyeE-wYHtahE,/biz/the-camellia-grill-new-orleans?osq=Restaurants,0.0658930201198577,4.1,70118,7,17467,47.3,0,1,15639,42.3,0,116,0.3,1,2013,5.4,1,0,0.0,0,3181,57.4,1,7.9,1,50597,1,1,0
Jacques-Imo's Cafe,29.9490747,-90.132254,"8324 Oak St, New Orleans, LA 70118, United States",ChIJhRTlvj-lIIYRb1qdXzLPu-Y,/biz/jacques-imos-cafe-new-orleans?osq=Restaurants,0.264959631074097,4.4,70118,7,17467,47.3,0,1,15639,42.3,0,116,0.3,1,2013,5.4,1,0,0.0,0,3181,57.4,1,7.9,1,50597,1,1,0
Boucherie,29.9498344,-90.1278338,"8115 Jeannette St, New Orleans, LA 70118, United States",ChIJ32GTxBSlIIYRiulaSPR0EgM,/biz/boucherie-new-orleans?osq=Restaurants,0.142018878390636,4.7,70118,7,17467,47.3,0,1,15639,42.3,0,116,0.3,1,2013,5.4,1,0,0.0,0,3181,57.4,1,7.9,1,50597,1,1,0
Brigtsen's Restaurant,29.9456827,-90.1347506,"723 Dante St, New Orleans, LA 70118, United States",ChIJ78dwoz6lIIYR5xwiW0yPSzw,/biz/brigtsens-restaurant-new-orleans?osq=Restaurants,0.0263758061877217,4.2,70118,7,17467,47.3,0,1,15639,42.3,0,116,0.3,1,2013,5.4,1,0,0.0,0,3181,57.4,1,7.9,1,50597,1,1,0
Sukeban,29.9477479,-90.1304153,"8126 Oak St, New Orleans, LA 70118, United States",ChIJE_hgLAylIIYRSiWvC_-wHR0,/biz/sukeban-new-orleans?osq=Restaurants,0.137519231806982,3.2,70118,7,17467,47.3,0,1,15639,42.3,0,116,0.3,1,2013,5.4,1,0,0.0,0,3181,57.4,1,7.9,1,50597,1,1,0
Mukbang Seafood,29.9488979,-90.1318345,"8312 Oak St, New Orleans, LA 70118, United States",ChIJM5do1NelIIYRZQ3x2Fjv6DU,/biz/mukbang-seafood-new-orleans?osq=Restaurants,0.0084811870359812,4.9,70118,7,17467,47.3,0,1,15639,42.3,0,116,0.3,1,2013,5.4,1,0,0.0,0,3181,57.4,1,7.9,1,50597,1,1,0
Joel's Lobster Rolls,29.9444442678464,-90.1260415651249,"New Orleans, LA 70118  East Carrollton",-,/biz/joel-s-lobster-rolls-new-orleans?osq=Restaurants,0.116626609969302,4.5,70118,7,17467,47.3,0,1,15639,42.3,0,116,0.3,1,2013,5.4,1,0,0.0,0,3181,57.4,1,7.9,1,50597,1,1,0
Brown Butter Southern Kitchen & Bar,29.9761237,-90.0995795,"231 N Carrollton Ave Suite C, New Orleans, LA 70119, United States",ChIJAz_nRWKvIIYR0vKcRbQnMvk,/biz/brown-butter-southern-kitchen-and-bar-new-orleans?osq=Restaurants,0.135871348779147,4.4,70119,19,16269,43.1,0,1,18955,50.2,0,1,0.0,0,340,0.9,0,0,0.0,0,4276,47.8,1,6.1,1,40769,0,0,0
Neyow's Creole Cafe,29.9713137,-90.0921536,"3332 Bienville St, New Orleans, LA 70119, United States",ChIJ6yggIfWlIIYRX1eNYK3eZ2w,/biz/neyows-creole-cafe-new-orleans-3?osq=Restaurants,0.121625749761338,3.8,70119,19,16269,43.1,0,1,18955,50.2,0,1,0.0,0,340,0.9,0,0,0.0,0,4276,47.8,1,6.1,1,40769,0,0,0
Zasu,29.9752825,-90.1002005,"127 N Carrollton Ave, New Orleans, LA 70119, United States",ChIJVVVEYGKvIIYRmbRoIxRmaiA,/biz/zasu-new-orleans?osq=Restaurants,0.127809717308991,4.0,70119,19,16269,43.1,0,1,18955,50.2,0,1,0.0,0,340,0.9,0,0,0.0,0,4276,47.8,1,6.1,1,40769,0,0,0
1000 Figs,29.9805314,-90.08435,"3141 Ponce De Leon St STE 1, New Orleans, LA 70119, United States",ChIJPXPLCFqvIIYRlJrKZtqcjNo,/biz/1000-figs-new-orleans?osq=Restaurants,0.0084606891177084,4.3,70119,19,16269,43.1,0,1,18955,50.2,0,1,0.0,0,340,0.9,0,0,0.0,0,4276,47.8,1,6.1,1,40769,0,0,0
Fharmacy Nola,29.961597,-90.088282,"2540 Banks St, New Orleans, LA 70119, United States",ChIJDZgFD-6lIIYRDRREZUr6ugE,/biz/fharmacy-nola-new-orleans?osq=Restaurants,0.174279568311715,4.6,70119,19,16269,43.1,0,1,18955,50.2,0,1,0.0,0,340,0.9,0,0,0.0,0,4276,47.8,1,6.1,1,40769,0,0,0
Gabrielle Restaurant,29.9691458,-90.0800887,"2441 Orleans Ave, New Orleans, LA 70119, United States",ChIJK5KgRfmlIIYRj244Th8zLGk,/biz/gabrielle-restaurant-new-orleans-2?osq=Restaurants,0.0170447652466864,4.5,70119,19,16269,43.1,0,1,18955,50.2,0,1,0.0,0,340,0.9,0,0,0.0,0,4276,47.8,1,6.1,1,40769,0,0,0
Marjie's Grill,29.963255,-90.0891214,"320 S Broad St, New Orleans, LA 70119, United States",ChIJt-isHPKlIIYR_LTQhA9mJ-o,/biz/marjies-grill-new-orleans?osq=Restaurants,0.126135260334021,4.1,70119,19,16269,43.1,0,1,18955,50.2,0,1,0.0,0,340,0.9,0,0,0.0,0,4276,47.8,1,6.1,1,40769,0,0,0
Toups Meatery,29.9807262,-90.0944858,"845 N Carrollton Ave, New Orleans, LA 70119, United States",ChIJSyavR2evIIYR42wG96hROUI,/biz/toups-meatery-new-orleans?osq=Restaurants,0.13768076997725,3.9,70119,19,16269,43.1,0,1,18955,50.2,0,1,0.0,0,340,0.9,0,0,0.0,0,4276,47.8,1,6.1,1,40769,0,0,0
Blue Oak BBQ,29.9805129,-90.0935968,"900 N Carrollton Ave, New Orleans, LA 70119, United States",ChIJI0H_6fOlIIYRFNNZ9uh_0jg,/biz/blue-oak-bbq-new-orleans?osq=Restaurants,0.149634420104459,4.5,70119,19,16269,43.1,0,1,18955,50.2,0,1,0.0,0,340,0.9,0,0,0.0,0,4276,47.8,1,6.1,1,40769,0,0,0
Dooky Chase's Restaurant,29.9682103,-90.0784912,"2301 Orleans Ave, New Orleans, LA 70119, United States",ChIJ4_yjHvylIIYRVdcf1Ca5_eM,/biz/dooky-chases-restaurant-new-orleans?osq=Restaurants,0.0312345811100465,3.7,70119,19,16269,43.1,0,1,18955,50.2,0,1,0.0,0,340,0.9,0,0,0.0,0,4276,47.8,1,6.1,1,40769,0,0,0
Parkway Bakery & Tavern,29.9736833,-90.0902084,"538 Hagan Ave, New Orleans, LA 70119, United States",ChIJMwzPjvWlIIYRGeDgzUA-gCI,/biz/parkway-bakery-and-tavern-new-orleans?osq=Restaurants,0.143352083142054,4.5,70119,19,16269,43.1,0,1,18955,50.2,0,1,0.0,0,340,0.9,0,0,0.0,0,4276,47.8,1,6.1,1,40769,0,0,0
Vessel NOLA,29.974172,-90.097435,"3835 Iberville St, New Orleans, LA 70119, United States",ChIJs6bP4mGvIIYRsio6Accc4N8,/biz/vessel-nola-new-orleans-2?osq=Restaurants,0.133142203902708,4.4,70119,19,16269,43.1,0,1,18955,50.2,0,1,0.0,0,340,0.9,0,0,0.0,0,4276,47.8,1,6.1,1,40769,0,0,0
Piece Of Meat,29.9712143,-90.0913696,"3301 Bienville St, New Orleans, LA 70119, United States",ChIJHwyw8DOlIIYRNraQZn9Jwt8,/biz/piece-of-meat-new-orleans-2?osq=Restaurants,0.0339191277023987,4.6,70119,19,16269,43.1,0,1,18955,50.2,0,1,0.0,0,340,0.9,0,0,0.0,0,4276,47.8,1,6.1,1,40769,0,0,0
Willie Mae's Scotch House,29.9691932,-90.0789159,"2401 St Ann St., New Orleans, LA 70119, United States",ChIJwxUzsP6lIIYRDm7g_SLVUO4,/biz/willie-maes-scotch-house-new-orleans?osq=Restaurants,0.333274086326451,4.3,70119,19,16269,43.1,0,1,18955,50.2,0,1,0.0,0,340,0.9,0,0,0.0,0,4276,47.8,1,6.1,1,40769,0,0,0
Lola's,29.9807233,-90.0853493,"3312 Esplanade Ave, New Orleans, LA 70119, United States",ChIJ_SHuPFqvIIYRoKRQh3Gx044,/biz/lolas-new-orleans?osq=Restaurants,0.127941001096777,4.2,70119,19,16269,43.1,0,1,18955,50.2,0,1,0.0,0,340,0.9,0,0,0.0,0,4276,47.8,1,6.1,1,40769,0,0,0
Mopho,29.9832887,-90.1049012,"514 City Park Ave, New Orleans, LA 70119, United States",ChIJe-27WXqvIIYR2LjrLDJK9f8,/biz/mopho-new-orleans?osq=Restaurants,0.139249327962883,4.2,70119,19,16269,43.1,0,1,18955,50.2,0,1,0.0,0,340,0.9,0,0,0.0,0,4276,47.8,1,6.1,1,40769,0,0,0
Mondays Restaurant And Bar,29.9787338,-90.1021884,"4327 Bienville St, New Orleans, LA 70119, United States",ChIJP50Y6HyvIIYRUJPWqfD5zkw,/biz/mondays-restaurant-and-bar-new-orleans?osq=Restaurants,0.145206167521429,4.4,70119,19,16269,43.1,0,1,18955,50.2,0,1,0.0,0,340,0.9,0,0,0.0,0,4276,47.8,1,6.1,1,40769,0,0,0
Katie’s Restaurant & Bar,29.973103,-90.0959144,"3701 Iberville St, New Orleans, LA 70119, United States",ChIJNXSkY4qlIIYRAU7Df0A64kI,/biz/katies-restaurant-and-bar-new-orleans?osq=Restaurants,0.142774483532449,4.5,70119,19,16269,43.1,0,1,18955,50.2,0,1,0.0,0,340,0.9,0,0,0.0,0,4276,47.8,1,6.1,1,40769,0,0,0
Thai'd Up,29.9862484,-90.0764834,"1839 Gentilly Blvd, New Orleans, LA 70119, United States",ChIJF4A1VeqvIIYRWwigfUAfpN8,/biz/thaid-up-new-orleans?osq=Restaurants,0.133828695120083,4.5,70119,19,16269,43.1,0,1,18955,50.2,0,1,0.0,0,340,0.9,0,0,0.0,0,4276,47.8,1,6.1,1,40769,0,0,0
Junior's on Harrison,30.0048102,-90.1058565,"789 Harrison Ave, New Orleans, LA 70124, United States",ChIJ9QuzBlCvIIYRQVTQGcmQmw0,/biz/juniors-on-harrison-new-orleans?osq=Restaurants,0.0934673157061943,4.5,70124,4,16821,86.9,1,1,946,4.9,0,1,0.0,0,784,4.0,1,0,0.0,0,2365,65.8,1,3.1,0,95366,1,1,0
Acorn,29.9688692,-90.0560416,"2221 St Claude Ave, New Orleans, LA 70117, United States",ChIJAQD0Vx-mIIYRGCafZ-CwvJQ,/biz/acorn-new-orleans-3?osq=Restaurants,0.0042319890326485,4.2,70124,4,16821,86.9,1,1,946,4.9,0,1,0.0,0,784,4.0,1,0,0.0,0,2365,65.8,1,3.1,0,95366,1,1,0
Rosedale,29.9847303,-90.1085843,"801 Rosedale Dr, New Orleans, LA 70124, United States",ChIJH6tA6HmvIIYR-7TjUg545SU,/biz/rosedale-new-orleans-2?osq=Restaurants,0.111611908562984,4.2,70124,4,16821,86.9,1,1,946,4.9,0,1,0.0,0,784,4.0,1,0,0.0,0,2365,65.8,1,3.1,0,95366,1,1,0
Felix's Restaurant & Oyster Bar,29.9545806,-90.0688602,"739 Iberville St, New Orleans, LA 70130, United States",ChIJs2yfQgymIIYRT9HptHX817A,/biz/felixs-restaurant-and-oyster-bar-new-orleans?osq=Restaurants,0.185220482407394,4.2,70124,4,16821,86.9,1,1,946,4.9,0,1,0.0,0,784,4.0,1,0,0.0,0,2365,65.8,1,3.1,0,95366,1,1,1
Dong Phuong,30.0356972,-89.9149044,"14207 Chef Menteur Hwy, New Orleans, LA 70129, United States",ChIJW7BScqQDnogRu7kjBGn58dY,/biz/dong-phuong-new-orleans-3?osq=Restaurants,0.168957422790656,4.4,70129,1,1171,11.8,0,0,5080,51.4,0,46,0.5,1,2804,28.3,1,0,0.0,0,179,14.2,0,11.1,1,39715,0,0,0
Acme Oyster House,29.9544184,-90.0688424,"724 Iberville St, New Orleans, LA 70130, United States",ChIJ01VeXQymIIYRI6lnasCzx3M,/biz/acme-oyster-house-new-orleans?osq=Restaurants,0.248062540749326,4.1,70130,107,8970,63.7,1,1,4226,30.0,0,33,0.2,0,195,1.4,0,0,0.0,0,2547,66.4,1,4.1,1,65132,1,1,1
Commander's Palace,29.9288071,-90.0842041,"1403 Washington Ave, New Orleans, LA 70130, United States",ChIJW3d2Wc2lIIYRu-qs_NaSOkg,/biz/commanders-palace-new-orleans-2?osq=Restaurants,0.580569196614693,4.3,70130,107,8970,63.7,1,1,4226,30.0,0,33,0.2,0,195,1.4,0,0,0.0,0,2547,66.4,1,4.1,1,65132,1,1,0
Meril,29.9465701,-90.0681427,"424 Girod St, New Orleans, LA 70130, United States",ChIJqTPPt3OmIIYRJCmPHA4Jwek,/biz/meril-new-orleans?osq=Restaurants,0.157548343155455,3.9,70130,107,8970,63.7,1,1,4226,30.0,0,33,0.2,0,195,1.4,0,0,0.0,0,2547,66.4,1,4.1,1,65132,1,1,1
Restaurant Rebirth,29.9435429,-90.0653454,"857 Fulton St, New Orleans, LA 70130, United States",ChIJu0I92XGmIIYRlLatCmZMTfk,/biz/restaurant-rebirth-new-orleans?osq=Restaurants,0.18880433257254,4.2,70130,107,8970,63.7,1,1,4226,30.0,0,33,0.2,0,195,1.4,0,0,0.0,0,2547,66.4,1,4.1,1,65132,1,1,1
New Orleans Creole Cookery,29.9561435,-90.0639819,"508 Toulouse St, New Orleans, LA 70130, United States",ChIJM3NJIxKmIIYRpa5RBYqsR0c,/biz/new-orleans-creole-cookery-new-orleans?osq=Restaurants,0.144702453426303,4.5,70130,107,8970,63.7,1,1,4226,30.0,0,33,0.2,0,195,1.4,0,0,0.0,0,2547,66.4,1,4.1,1,65132,1,1,1
The Little Easy,29.9456573,-90.0713774,"634 Julia St, New Orleans, LA 70130, United States",ChIJVbUT-u6nIIYRnS2chtJ6CPo,/biz/the-little-easy-new-orleans?osq=Restaurants,0.133358509386639,4.5,70130,107,8970,63.7,1,1,4226,30.0,0,33,0.2,0,195,1.4,0,0,0.0,0,2547,66.4,1,4.1,1,65132,1,1,1
Little Korea BBQ,29.9289293,-90.0776122,"2240 Magazine St #103, New Orleans, LA 70130, United States",ChIJVy4rormlIIYRQBQK-4tdoAA,/biz/little-korea-bbq-new-orleans?osq=Restaurants,0.10267811373456,3.8,70130,107,8970,63.7,1,1,4226,30.0,0,33,0.2,0,195,1.4,0,0,0.0,0,2547,66.4,1,4.1,1,65132,1,1,0
Elizabeth Street Cafe,29.9339761,-90.0728955,"1507 Magazine St, New Orleans, LA 70130, United States",ChIJi93By8OnIIYR64bx00i_yrk,/biz/elizabeth-street-cafe-new-orleans-2?osq=Restaurants,0.137705900267066,4.3,70130,107,8970,63.7,1,1,4226,30.0,0,33,0.2,0,195,1.4,0,0,0.0,0,2547,66.4,1,4.1,1,65132,1,1,1
Gianna Restaurant,29.9467125,-90.0686857,"700 Magazine St #101, New Orleans, LA 70130, United States",ChIJNfM2hS2nIIYRf5TJIxaN8Ko,/biz/gianna-restaurant-new-orleans-2?osq=Restaurants,0.137790657290226,3.8,70130,107,8970,63.7,1,1,4226,30.0,0,33,0.2,0,195,1.4,0,0,0.0,0,2547,66.4,1,4.1,1,65132,1,1,1
New Orleans Social House,29.9450723,-90.0672543,"752 Tchoupitoulas St, New Orleans, LA 70130, United States",ChIJvdo2KnKmIIYR5viPe3Uu66c,/biz/new-orleans-social-house-new-orleans-2?osq=Restaurants,0.0567960889385493,4.5,70130,107,8970,63.7,1,1,4226,30.0,0,33,0.2,0,195,1.4,0,0,0.0,0,2547,66.4,1,4.1,1,65132,1,1,1
The Bower,29.9378966,-90.0712854,"1320 Magazine St, New Orleans, LA 70130, United States",ChIJN6Vv7pOnIIYRifDyYvO6qC4,/biz/the-bower-new-orleans?osq=Restaurants,0.150358852136198,3.9,70130,107,8970,63.7,1,1,4226,30.0,0,33,0.2,0,195,1.4,0,0,0.0,0,2547,66.4,1,4.1,1,65132,1,1,0
